,Phone,Area_Code,State,Churn,Intl_Plan,Vmail_Plan,CustServ_Calls,Vmail_Message,Account_Length,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,Total_Mins,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,Day_Charge,Eve_Charge,Night_Charge,Intl_Charge,Total_Calls,Total_Charge,Avg_Daily_Charge,Avg_Cost_Per_Minute,Avg_Minutes_Per_Call,Avg_Cost_Per_Call,Day_Mins_to_Total,Eve_Mins_to_Total,Night_Mins_to_Total,Intl_Mins_to_Total,Day_Charge_to_Total,Eve_Charge_to_Total,Night_Charge_to_Total,Intl_Charge_to_Total,Care_Status,Total_Charge_Over_70
1829,365-4728,415,AR,no,no,yes,1,25,89,215.1,197.4,162.1,10.6,585.2,140,69,117,10,36.57,16.78,7.29,2.86,336,63.5,0.71,0.11,1.74,0.19,36.76,33.73,27.7,1.81,57.59,26.43,11.48,4.5,low,no
1830,351-9037,408,CT,no,no,no,1,0,50,301.7,167.1,72.2,10.5,551.5,82,118,89,6,51.29,14.2,3.25,2.84,295,71.58,1.43,0.13,1.87,0.24,54.71,30.3,13.09,1.9,71.65,19.84,4.54,3.97,low,yes
1831,397-9184,415,OH,no,no,yes,7,42,93,152.3,267.5,266.9,11.3,698.0,90,102,130,5,25.89,22.74,12.01,3.05,327,63.69,0.68,0.09,2.13,0.19,21.82,38.32,38.24,1.62,40.65,35.7,18.86,4.79,critical,no
1832,398-4538,510,WY,no,no,no,1,0,68,195.4,212.1,138.4,15.1,561.0,116,101,134,11,33.22,18.03,6.23,4.08,362,61.56,0.91,0.11,1.55,0.17,34.83,37.81,24.67,2.69,53.96,29.29,10.12,6.63,low,no
1833,382-6827,408,IL,no,no,no,2,0,70,208.7,275.5,182.5,8.0,674.7,97,83,122,3,35.48,23.42,8.21,2.16,305,69.27,0.99,0.1,2.21,0.23,30.93,40.83,27.05,1.19,51.22,33.81,11.85,3.12,high,no
1834,408-1340,415,MO,no,no,yes,0,29,138,190.1,223.2,256.2,14.2,683.7,87,123,130,6,32.32,18.97,11.53,3.83,346,66.65,0.48,0.1,1.98,0.19,27.8,32.65,37.47,2.08,48.49,28.46,17.3,5.75,none,no
1835,333-9511,415,DC,no,no,yes,4,37,141,185.4,178.5,218.3,8.0,590.2,87,128,107,3,31.52,15.17,9.82,2.16,325,58.67,0.42,0.1,1.82,0.18,31.41,30.24,36.99,1.36,53.72,25.86,16.74,3.68,critical,no
1836,358-7379,415,MA,no,no,yes,0,17,112,183.2,252.8,156.7,9.7,602.4,95,125,95,3,31.14,21.49,7.05,2.62,318,62.3,0.56,0.1,1.89,0.2,30.41,41.97,26.01,1.61,49.98,34.49,11.32,4.21,none,no
1837,397-1766,510,NH,yes,yes,no,1,0,117,54.2,303.2,171.8,8.6,537.8,100,84,84,2,9.21,25.77,7.73,2.32,270,45.03,0.38,0.08,1.99,0.17,10.08,56.38,31.94,1.6,20.45,57.23,17.17,5.15,low,no
1838,331-2144,408,IA,no,no,yes,1,26,1,208.0,185.0,177.7,8.1,578.8,115,113,144,9,35.36,15.73,8.0,2.19,381,61.28,61.28,0.11,1.52,0.16,35.94,31.96,30.7,1.4,57.7,25.67,13.05,3.57,low,no
1839,345-7014,415,AL,no,no,no,1,0,70,230.3,77.9,247.1,13.2,568.5,110,87,105,4,39.15,6.62,11.12,3.56,306,60.45,0.86,0.11,1.86,0.2,40.51,13.7,43.47,2.32,64.76,10.95,18.4,5.89,low,no
1840,395-1898,510,OR,no,no,yes,2,22,87,240.8,75.9,224.6,7.1,548.4,102,106,115,3,40.94,6.45,10.11,1.92,326,59.42,0.68,0.11,1.68,0.18,43.91,13.84,40.96,1.29,68.9,10.85,17.01,3.23,high,no
1841,373-8920,510,WV,no,no,yes,2,21,52,195.7,106.2,157.4,5.3,464.6,119,95,94,3,33.27,9.03,7.08,1.43,311,50.81,0.98,0.11,1.49,0.16,42.12,22.86,33.88,1.14,65.48,17.77,13.93,2.81,high,no
1842,373-8908,408,WA,yes,no,no,0,0,97,276.1,201.1,231.3,8.9,717.4,82,106,73,4,46.94,17.09,10.41,2.4,265,76.84,0.79,0.11,2.71,0.29,38.49,28.03,32.24,1.24,61.09,22.24,13.55,3.12,none,yes
1843,415-1203,408,NV,no,no,no,2,0,105,166.1,175.9,243.5,16.2,601.7,93,106,55,3,28.24,14.95,10.96,4.37,257,58.52,0.56,0.1,2.34,0.23,27.61,29.23,40.47,2.69,48.26,25.55,18.73,7.47,high,no
1844,369-7017,510,SC,yes,no,yes,4,28,77,135.9,244.5,207.5,11.5,599.4,117,102,74,3,23.1,20.78,9.34,3.11,296,56.33,0.73,0.09,2.02,0.19,22.67,40.79,34.62,1.92,41.01,36.89,16.58,5.52,critical,no
1845,420-8435,415,NC,yes,yes,no,2,0,80,189.1,223.2,269.0,13.9,695.2,122,92,116,3,32.15,18.97,12.11,3.75,333,66.98,0.84,0.1,2.09,0.2,27.2,32.11,38.69,2.0,48.0,28.32,18.08,5.6,high,no
1846,395-2579,510,NH,no,no,yes,1,43,120,177.9,175.1,161.3,11.5,525.8,117,70,117,4,30.24,14.88,7.26,3.11,308,55.49,0.46,0.11,1.71,0.18,33.83,33.3,30.68,2.19,54.5,26.82,13.08,5.6,low,no
1847,405-7850,408,WY,no,no,yes,2,39,54,143.9,210.3,129.2,12.5,495.9,73,117,117,8,24.46,17.88,5.81,3.38,315,51.53,0.95,0.1,1.57,0.16,29.02,42.41,26.05,2.52,47.47,34.7,11.27,6.56,high,no
1848,394-7710,510,FL,no,yes,no,2,0,148,148.2,159.6,197.4,8.6,513.8,138,123,62,3,25.19,13.57,8.88,2.32,326,49.96,0.34,0.1,1.58,0.15,28.84,31.06,38.42,1.67,50.42,27.16,17.77,4.64,high,no
1849,342-4122,408,PA,yes,no,no,2,0,119,287.1,159.3,216.8,13.9,677.1,115,99,86,1,48.81,13.54,9.76,3.75,301,75.86,0.64,0.11,2.25,0.25,42.4,23.53,32.02,2.05,64.34,17.85,12.87,4.94,high,yes
1850,340-1876,408,NC,yes,no,yes,1,26,162,179.7,218.1,212.3,9.3,619.4,144,129,105,8,30.55,18.54,9.55,2.51,386,61.15,0.38,0.1,1.6,0.16,29.01,35.21,34.28,1.5,49.96,30.32,15.62,4.1,low,no
1851,383-6095,510,MO,yes,no,no,5,0,85,165.8,190.0,144.0,10.9,510.7,96,141,116,3,28.19,16.15,6.48,2.94,356,53.76,0.63,0.11,1.43,0.15,32.47,37.2,28.2,2.13,52.44,30.04,12.05,5.47,critical,no
1852,413-1061,510,KS,no,no,yes,1,25,101,144.1,167.6,240.0,14.5,566.2,144,105,107,3,24.5,14.25,10.8,3.92,359,53.47,0.53,0.09,1.58,0.15,25.45,29.6,42.39,2.56,45.82,26.65,20.2,7.33,low,no
1853,343-5347,415,KY,no,no,no,0,0,172,172.5,253.1,221.6,5.9,653.1,85,71,113,6,29.33,21.51,9.97,1.59,275,62.4,0.36,0.1,2.37,0.23,26.41,38.75,33.93,0.9,47.0,34.47,15.98,2.55,none,no
1854,376-4861,415,DE,no,no,no,1,0,80,199.8,167.1,271.8,5.5,644.2,138,91,94,4,33.97,14.2,12.23,1.49,327,61.89,0.77,0.1,1.97,0.19,31.02,25.94,42.19,0.85,54.89,22.94,19.76,2.41,low,no
1855,417-2265,510,WI,no,no,no,2,0,67,109.1,142.3,91.2,10.9,353.5,134,76,86,5,18.55,12.1,4.1,2.94,301,37.69,0.56,0.11,1.17,0.13,30.86,40.25,25.8,3.08,49.22,32.1,10.88,7.8,high,no
1856,419-7415,408,CO,no,no,no,1,0,86,171.8,301.7,139.4,9.7,622.6,106,44,108,5,29.21,25.64,6.27,2.62,263,63.74,0.74,0.1,2.37,0.24,27.59,48.46,22.39,1.56,45.83,40.23,9.84,4.11,low,no
1857,407-2259,415,NM,yes,no,no,1,0,107,222.3,286.0,249.4,12.1,769.8,101,111,117,4,37.79,24.31,11.22,3.27,333,76.59,0.72,0.1,2.31,0.23,28.88,37.15,32.4,1.57,49.34,31.74,14.65,4.27,low,yes
1858,333-2906,510,DE,no,no,no,0,0,133,245.8,264.7,111.7,11.2,633.4,102,90,103,7,41.79,22.5,5.03,3.02,302,72.34,0.54,0.11,2.1,0.24,38.81,41.79,17.63,1.77,57.77,31.1,6.95,4.17,none,yes
1859,360-7477,510,IL,no,no,no,0,0,116,164.6,270.6,230.4,8.0,673.6,110,103,109,3,27.98,23.0,10.37,2.16,325,63.51,0.55,0.09,2.07,0.2,24.44,40.17,34.2,1.19,44.06,36.21,16.33,3.4,none,no
1860,342-5243,408,WA,no,no,no,0,0,63,211.7,271.7,203.3,7.4,694.1,107,77,108,7,35.99,23.09,9.15,2.0,299,70.23,1.11,0.1,2.32,0.23,30.5,39.14,29.29,1.07,51.25,32.88,13.03,2.85,none,yes
1861,417-3999,408,MA,yes,yes,yes,0,16,119,147.2,160.1,184.0,7.7,499.0,103,96,120,2,25.02,13.61,8.28,2.08,321,48.99,0.41,0.1,1.55,0.15,29.5,32.08,36.87,1.54,51.07,27.78,16.9,4.25,none,no
1862,379-1720,408,OH,yes,yes,no,0,0,133,254.7,252.2,178.1,8.0,693.0,103,80,103,3,43.3,21.44,8.01,2.16,289,74.91,0.56,0.11,2.4,0.26,36.75,36.39,25.7,1.15,57.8,28.62,10.69,2.88,none,yes
1863,368-3117,408,TN,no,yes,no,1,0,94,170.1,271.8,110.7,8.7,561.3,113,94,78,4,28.92,23.1,4.98,2.35,289,59.35,0.63,0.11,1.94,0.21,30.3,48.42,19.72,1.55,48.73,38.92,8.39,3.96,low,no
1864,352-5000,510,MA,no,no,no,0,0,69,195.1,261.5,203.8,11.4,671.8,91,57,90,5,33.17,22.23,9.17,3.08,243,67.65,0.98,0.1,2.76,0.28,29.04,38.93,30.34,1.7,49.03,32.86,13.56,4.55,none,no
1865,405-7676,408,MI,yes,no,no,7,0,146,149.3,187.1,149.8,7.9,494.1,83,130,100,4,25.38,15.9,6.74,2.13,317,50.15,0.34,0.1,1.56,0.16,30.22,37.87,30.32,1.6,50.61,31.7,13.44,4.25,critical,no
1866,361-2349,510,TX,yes,no,no,2,0,119,81.9,253.8,213.1,8.9,557.7,75,114,125,1,13.92,21.57,9.59,2.4,315,47.48,0.4,0.09,1.77,0.15,14.69,45.51,38.21,1.6,29.32,45.43,20.2,5.05,high,no
1867,383-2901,408,NH,no,yes,yes,0,25,142,191.1,149.6,227.8,9.8,578.3,109,120,60,3,32.49,12.72,10.25,2.65,292,58.11,0.41,0.1,1.98,0.2,33.05,25.87,39.39,1.69,55.91,21.89,17.64,4.56,none,no
1868,369-7049,408,MD,no,no,no,3,0,123,206.9,224.4,197.4,8.3,637.0,115,86,60,2,35.17,19.07,8.88,2.24,263,65.36,0.53,0.1,2.42,0.25,32.48,35.23,30.99,1.3,53.81,29.18,13.59,3.43,critical,no
1869,387-5533,408,MS,yes,no,no,1,0,101,239.0,273.0,278.2,13.5,803.7,156,106,93,8,40.63,23.21,12.52,3.65,363,80.01,0.79,0.1,2.21,0.22,29.74,33.97,34.61,1.68,50.78,29.01,15.65,4.56,low,yes
1870,362-3660,415,AZ,no,no,no,0,0,43,179.3,252.7,227.5,8.0,667.5,97,126,114,5,30.48,21.48,10.24,2.16,342,64.36,1.5,0.1,1.95,0.19,26.86,37.86,34.08,1.2,47.36,33.37,15.91,3.36,none,no
1871,357-3577,408,IN,no,no,no,0,0,69,185.3,219.1,243.6,5.5,653.5,91,88,107,5,31.5,18.62,10.96,1.49,291,62.57,0.91,0.1,2.25,0.22,28.36,33.53,37.28,0.84,50.34,29.76,17.52,2.38,none,no
1872,394-3312,510,NY,no,yes,no,2,0,15,141.4,123.9,323.5,8.1,596.9,80,76,88,3,24.04,10.53,14.56,2.19,247,51.32,3.42,0.09,2.42,0.21,23.69,20.76,54.2,1.36,46.84,20.52,28.37,4.27,high,no
1873,395-8330,510,WI,no,no,yes,1,25,107,248.6,119.3,194.3,12.0,574.2,91,115,83,1,42.26,10.14,8.74,3.24,290,64.38,0.6,0.11,1.98,0.22,43.3,20.78,33.84,2.09,65.64,15.75,13.58,5.03,low,no
1874,373-8895,510,WV,no,no,no,2,0,67,152.5,252.4,185.4,4.9,595.2,131,107,104,3,25.93,21.45,8.34,1.32,345,57.04,0.85,0.1,1.73,0.17,25.62,42.41,31.15,0.82,45.46,37.61,14.62,2.31,high,no
1875,386-4581,415,NY,no,no,no,1,0,99,145.6,230.9,181.5,11.4,569.4,102,87,86,7,24.75,19.63,8.17,3.08,282,55.63,0.56,0.1,2.02,0.2,25.57,40.55,31.88,2.0,44.49,35.29,14.69,5.54,low,no
1876,354-8191,415,OK,no,no,no,1,0,46,164.2,196.2,236.1,8.1,604.6,116,153,119,1,27.91,16.68,10.62,2.19,389,57.4,1.25,0.09,1.55,0.15,27.16,32.45,39.05,1.34,48.62,29.06,18.5,3.82,low,no
1877,359-7562,408,NC,no,yes,no,1,0,55,221.0,165.4,235.4,9.7,631.5,115,97,117,4,37.57,14.06,10.59,2.62,333,64.84,1.18,0.1,1.9,0.19,35.0,26.19,37.28,1.54,57.94,21.68,16.33,4.04,low,no
1878,359-4336,415,KY,yes,no,no,1,0,39,295.4,232.1,204.4,11.5,743.4,126,117,123,2,50.22,19.73,9.2,3.11,368,82.26,2.11,0.11,2.02,0.22,39.74,31.22,27.5,1.55,61.05,23.98,11.18,3.78,low,yes
1879,336-9901,510,TX,no,no,no,2,0,92,139.8,174.9,201.6,9.4,525.7,98,143,135,7,23.77,14.87,9.07,2.54,383,50.25,0.55,0.1,1.37,0.13,26.59,33.27,38.35,1.79,47.3,29.59,18.05,5.05,high,no
1880,406-3069,415,CT,yes,no,no,4,0,56,162.3,149.1,255.5,14.8,581.7,99,78,115,1,27.59,12.67,11.5,4.0,293,55.76,1.0,0.1,1.99,0.19,27.9,25.63,43.92,2.54,49.48,22.72,20.62,7.17,critical,no
1881,334-6519,415,NE,yes,no,no,0,0,76,272.7,236.4,235.5,7.7,752.3,97,95,105,2,46.36,20.09,10.6,2.08,299,79.13,1.04,0.11,2.52,0.26,36.25,31.42,31.3,1.02,58.59,25.39,13.4,2.63,none,yes
1882,361-8113,408,HI,no,yes,yes,2,33,132,200.3,226.6,198.8,12.9,638.6,75,67,91,3,34.05,19.26,8.95,3.48,236,65.74,0.5,0.1,2.71,0.28,31.37,35.48,31.13,2.02,51.79,29.3,13.61,5.29,high,no
1883,347-9769,510,SC,no,no,yes,1,28,140,157.1,172.4,184.5,11.1,525.1,77,97,94,9,26.71,14.65,8.3,3.0,277,52.66,0.38,0.1,1.9,0.19,29.92,32.83,35.14,2.11,50.72,27.82,15.76,5.7,low,no
1884,352-9130,510,AK,no,yes,yes,2,12,51,135.8,200.6,192.4,12.3,541.1,60,134,98,7,23.09,17.05,8.66,3.32,299,52.12,1.02,0.1,1.81,0.17,25.1,37.07,35.56,2.27,44.3,32.71,16.62,6.37,high,no
1885,378-4557,408,SD,no,no,no,1,0,27,236.7,231.9,164.7,12.7,646.0,110,92,85,6,40.24,19.71,7.41,3.43,293,70.79,2.62,0.11,2.2,0.24,36.64,35.9,25.5,1.97,56.84,27.84,10.47,4.85,low,yes
1886,360-8919,510,ID,no,no,no,3,0,224,111.4,175.0,217.2,5.5,509.1,133,66,106,6,18.94,14.88,9.77,1.49,311,45.08,0.2,0.09,1.64,0.14,21.88,34.37,42.66,1.08,42.01,33.01,21.67,3.31,critical,no
1887,405-4109,510,OK,yes,yes,yes,0,28,105,156.1,107.1,167.7,14.7,445.6,89,114,95,3,26.54,9.1,7.55,3.97,301,47.16,0.45,0.11,1.48,0.16,35.03,24.04,37.63,3.3,56.28,19.3,16.01,8.42,none,no
1888,381-2498,408,WA,no,no,no,2,0,117,191.1,282.8,84.8,12.0,570.7,93,56,118,4,32.49,24.04,3.82,3.24,271,63.59,0.54,0.11,2.11,0.23,33.49,49.55,14.86,2.1,51.09,37.8,6.01,5.1,high,no
1889,357-5696,415,SD,yes,no,no,1,0,91,153.0,141.1,171.5,10.3,475.9,123,127,76,15,26.01,11.99,7.72,2.78,341,48.5,0.53,0.1,1.4,0.14,32.15,29.65,36.04,2.16,53.63,24.72,15.92,5.73,low,no
1890,412-2947,415,OH,no,no,no,4,0,135,218.8,242.8,85.8,10.3,557.7,123,64,80,3,37.2,20.64,3.86,2.78,270,64.48,0.48,0.12,2.07,0.24,39.23,43.54,15.38,1.85,57.69,32.01,5.99,4.31,critical,no
1891,363-3571,415,VA,no,no,no,3,0,146,205.4,134.9,310.5,10.3,661.1,101,77,83,2,34.92,11.47,13.97,2.78,263,63.14,0.43,0.1,2.51,0.24,31.07,20.41,46.97,1.56,55.31,18.17,22.13,4.4,critical,no
1892,405-5403,415,WI,yes,yes,no,0,0,147,225.2,184.9,143.2,9.9,563.2,111,98,146,1,38.28,15.72,6.44,2.67,356,63.11,0.43,0.11,1.58,0.18,39.99,32.83,25.43,1.76,60.66,24.91,10.2,4.23,none,no
1893,330-9354,510,IN,yes,no,no,2,0,68,249.9,254.5,273.2,8.9,786.5,127,118,98,6,42.48,21.63,12.29,2.4,349,78.8,1.16,0.1,2.25,0.23,31.77,32.36,34.74,1.13,53.91,27.45,15.6,3.05,high,yes
1894,396-7091,408,NM,no,no,no,3,0,68,131.6,137.0,256.3,10.2,535.1,89,109,107,5,22.37,11.65,11.53,2.75,310,48.3,0.71,0.09,1.73,0.16,24.59,25.6,47.9,1.91,46.31,24.12,23.87,5.69,critical,no
1895,398-3004,408,HI,no,no,yes,0,21,86,197.9,165.6,208.0,10.1,581.6,99,100,120,9,33.64,14.08,9.36,2.73,328,59.81,0.7,0.1,1.77,0.18,34.03,28.47,35.76,1.74,56.24,23.54,15.65,4.56,none,no
1896,400-4020,415,KY,no,no,no,1,0,131,166.5,210.2,257.2,9.9,643.8,129,107,93,5,28.31,17.87,11.57,2.67,334,60.42,0.46,0.09,1.93,0.18,25.86,32.65,39.95,1.54,46.86,29.58,19.15,4.42,low,no
1897,356-3448,415,OH,no,no,yes,1,29,86,225.4,187.1,281.1,12.9,706.5,79,112,112,3,38.32,15.9,12.65,3.48,306,70.35,0.82,0.1,2.31,0.23,31.9,26.48,39.79,1.83,54.47,22.6,17.98,4.95,low,yes
1898,335-2019,415,VT,yes,no,no,2,0,159,275.8,189.5,223.9,7.4,696.6,103,108,93,5,46.89,16.11,10.08,2.0,309,75.08,0.47,0.11,2.25,0.24,39.59,27.2,32.14,1.06,62.45,21.46,13.43,2.66,high,yes
1899,332-6633,415,AZ,no,no,yes,1,40,134,142.9,88.6,290.0,10.8,532.3,105,61,96,6,24.29,7.53,13.05,2.92,268,47.79,0.36,0.09,1.99,0.18,26.85,16.64,54.48,2.03,50.83,15.76,27.31,6.11,low,no
1900,359-7648,510,VT,no,no,no,1,0,113,207.2,256.0,211.0,9.9,684.1,113,80,87,1,35.22,21.76,9.49,2.67,281,69.14,0.61,0.1,2.43,0.25,30.29,37.42,30.84,1.45,50.94,31.47,13.73,3.86,low,no
1901,412-9190,408,MO,no,no,no,1,0,132,206.2,211.2,196.2,10.2,623.8,100,118,122,6,35.05,17.95,8.83,2.75,346,64.58,0.49,0.1,1.8,0.19,33.06,33.86,31.45,1.64,54.27,27.79,13.67,4.26,low,no
1902,368-9007,415,AL,no,no,no,1,0,85,210.3,195.8,221.6,11.2,638.9,66,76,82,7,35.75,16.64,9.97,3.02,231,65.38,0.77,0.1,2.77,0.28,32.92,30.65,34.68,1.75,54.68,25.45,15.25,4.62,low,no
1903,384-5632,510,NJ,yes,yes,yes,1,38,93,225.7,119.6,193.2,14.0,552.5,117,122,125,7,38.37,10.17,8.69,3.78,371,61.01,0.66,0.11,1.49,0.16,40.85,21.65,34.97,2.53,62.89,16.67,14.24,6.2,low,no
1904,352-6068,408,WA,yes,no,yes,4,33,174,167.8,205.3,130.0,14.5,517.6,91,91,132,4,28.53,17.45,5.85,3.92,318,55.75,0.32,0.11,1.63,0.18,32.42,39.66,25.12,2.8,51.17,31.3,10.49,7.03,critical,no
1905,343-9645,415,NY,no,no,no,2,0,61,197.7,152.2,221.0,7.0,577.9,118,96,93,3,33.61,12.94,9.95,1.89,310,58.39,0.96,0.1,1.86,0.19,34.21,26.34,38.24,1.21,57.56,22.16,17.04,3.24,high,no
1906,384-7873,415,DC,no,no,yes,1,39,91,169.8,65.2,144.4,10.9,390.3,105,116,92,4,28.87,5.54,6.5,2.94,317,43.85,0.48,0.11,1.23,0.14,43.5,16.71,37.0,2.79,65.84,12.63,14.82,6.7,low,no
1907,396-2187,408,NE,no,no,yes,2,28,88,190.6,237.3,211.6,9.8,649.3,104,105,116,1,32.4,20.17,9.52,2.65,326,64.74,0.74,0.1,1.99,0.2,29.35,36.55,32.59,1.51,50.05,31.16,14.7,4.09,high,no
1908,383-5109,408,MA,no,no,yes,2,45,88,80.3,153.3,309.2,12.8,555.6,140,101,123,3,13.65,13.03,13.91,3.46,367,44.05,0.5,0.08,1.51,0.12,14.45,27.59,55.65,2.3,30.99,29.58,31.58,7.85,high,no
1909,377-7843,415,VT,no,no,yes,0,36,195,231.7,225.1,201.7,12.1,670.6,110,88,89,2,39.39,19.13,9.08,3.27,289,70.87,0.36,0.11,2.32,0.25,34.55,33.57,30.08,1.8,55.58,26.99,12.81,4.61,none,yes
1910,382-7999,415,NM,no,no,no,0,0,182,69.1,230.3,256.7,6.5,562.6,114,109,96,4,11.75,19.58,11.55,1.76,323,44.64,0.25,0.08,1.74,0.14,12.28,40.93,45.63,1.16,26.32,43.86,25.87,3.94,none,no
1911,328-1222,408,CO,no,no,no,4,0,118,188.8,217.4,220.1,8.2,634.5,60,64,100,7,32.1,18.48,9.9,2.21,231,62.69,0.53,0.1,2.75,0.27,29.76,34.26,34.69,1.29,51.2,29.48,15.79,3.53,critical,no
1912,371-1727,408,NH,yes,no,no,8,0,103,150.6,169.1,221.2,10.4,551.3,125,126,104,8,25.6,14.37,9.95,2.81,363,52.73,0.51,0.1,1.52,0.15,27.32,30.67,40.12,1.89,48.55,27.25,18.87,5.33,critical,no
1913,369-8871,510,IL,no,no,no,2,0,65,192.0,139.5,187.4,5.5,524.4,89,88,102,4,32.64,11.86,8.43,1.49,283,54.42,0.84,0.1,1.85,0.19,36.61,26.6,35.74,1.05,59.98,21.79,15.49,2.74,high,no
1914,335-9726,408,UT,no,no,yes,3,25,61,163.7,113.2,134.1,9.9,420.9,78,112,118,3,27.83,9.62,6.03,2.67,311,46.15,0.76,0.11,1.35,0.15,38.89,26.89,31.86,2.35,60.3,20.85,13.07,5.79,critical,no
1915,357-3709,415,WV,no,no,no,1,0,172,211.7,198.7,301.7,6.5,718.6,100,101,136,9,35.99,16.89,13.58,1.76,346,68.22,0.4,0.09,2.08,0.2,29.46,27.65,41.98,0.9,52.76,24.76,19.91,2.58,low,no
1916,422-9964,415,NJ,no,no,no,1,0,72,175.5,132.3,242.9,11.8,562.5,103,120,96,3,29.84,11.25,10.93,3.19,322,55.21,0.77,0.1,1.75,0.17,31.2,23.52,43.18,2.1,54.05,20.38,19.8,5.78,low,no
1917,366-9211,510,NM,no,no,no,2,0,113,150.1,200.1,266.7,11.0,627.9,120,85,105,3,25.52,17.01,12.0,2.97,313,57.5,0.51,0.09,2.01,0.18,23.91,31.87,42.47,1.75,44.38,29.58,20.87,5.17,high,no
1918,384-9033,408,ND,no,no,no,1,0,177,189.5,176.3,225.9,14.2,605.9,99,117,112,2,32.22,14.99,10.17,3.83,330,61.21,0.35,0.1,1.84,0.19,31.28,29.1,37.28,2.34,52.64,24.49,16.61,6.26,low,no
1919,382-4932,408,WA,yes,no,no,6,0,100,70.8,215.6,230.8,9.5,526.7,94,102,125,1,12.04,18.33,10.39,2.57,322,43.33,0.43,0.08,1.64,0.13,13.44,40.93,43.82,1.8,27.79,42.3,23.98,5.93,critical,no
1920,404-7518,415,NM,no,no,no,1,0,67,215.5,190.7,214.5,8.6,629.3,102,95,106,6,36.64,16.21,9.65,2.32,309,64.82,0.97,0.1,2.04,0.21,34.24,30.3,34.09,1.37,56.53,25.01,14.89,3.58,low,no
1921,353-1954,415,DE,no,no,no,3,0,136,101.7,202.8,136.2,9.4,450.1,105,99,119,6,17.29,17.24,6.13,2.54,329,43.2,0.32,0.1,1.37,0.13,22.59,45.06,30.26,2.09,40.02,39.91,14.19,5.88,critical,no
1922,391-7166,415,GA,no,no,no,4,0,71,258.4,126.8,182.4,9.7,577.3,132,119,87,8,43.93,10.78,8.21,2.62,346,65.54,0.92,0.11,1.67,0.19,44.76,21.96,31.6,1.68,67.03,16.45,12.53,4.0,critical,no
1923,370-9000,408,HI,no,no,no,1,0,134,242.4,152.9,318.3,11.8,725.4,126,115,115,6,41.21,13.0,14.32,3.19,362,71.72,0.54,0.1,2.0,0.2,33.42,21.08,43.88,1.63,57.46,18.13,19.97,4.45,low,yes
1924,332-3642,415,CT,no,no,no,1,0,124,131.8,284.3,305.5,11.3,732.9,82,119,101,2,22.41,24.17,13.75,3.05,304,63.38,0.51,0.09,2.41,0.21,17.98,38.79,41.68,1.54,35.36,38.14,21.69,4.81,low,no
1925,412-3898,415,NJ,no,no,no,2,0,84,190.2,197.7,247.5,9.8,645.2,102,141,102,6,32.33,16.8,11.14,2.65,351,62.92,0.75,0.1,1.84,0.18,29.48,30.64,38.36,1.52,51.38,26.7,17.71,4.21,high,no
1926,366-5640,408,ME,no,no,no,2,0,39,154.1,204.2,196.2,9.8,564.3,104,112,92,4,26.2,17.36,8.83,2.65,312,55.04,1.41,0.1,1.81,0.18,27.31,36.19,34.77,1.74,47.6,31.54,16.04,4.81,high,no
1927,356-2302,510,OK,no,no,no,3,0,110,188.0,90.5,150.3,15.3,444.1,127,118,64,3,31.96,7.69,6.76,4.13,312,50.54,0.46,0.11,1.42,0.16,42.33,20.38,33.84,3.45,63.24,15.22,13.38,8.17,critical,no
1928,345-9018,510,TN,no,no,no,1,0,102,103.1,275.0,141.1,11.2,530.4,70,129,92,5,17.53,23.38,6.35,3.02,296,50.28,0.49,0.09,1.79,0.17,19.44,51.85,26.6,2.11,34.86,46.5,12.63,6.01,low,no
1929,365-6205,415,WY,no,no,no,0,0,70,175.4,159.5,260.6,11.6,607.1,130,130,96,4,29.82,13.56,11.73,3.13,360,58.24,0.83,0.1,1.69,0.16,28.89,26.27,42.93,1.91,51.2,23.28,20.14,5.37,none,no
1930,337-1151,415,NY,no,no,no,1,0,142,145.4,209.1,214.0,10.9,579.4,93,98,96,1,24.72,17.77,9.63,2.94,288,55.06,0.39,0.1,2.01,0.19,25.09,36.09,36.93,1.88,44.9,32.27,17.49,5.34,low,no
1931,374-4664,510,DE,no,yes,no,1,0,81,250.6,187.9,120.3,7.8,566.6,85,50,131,5,42.6,15.97,5.41,2.11,271,66.09,0.82,0.12,2.09,0.24,44.23,33.16,21.23,1.38,64.46,24.16,8.19,3.19,low,no
1932,396-9656,415,RI,no,no,no,1,0,17,161.5,214.2,315.0,8.6,699.3,123,81,106,5,27.46,18.21,14.18,2.32,315,62.17,3.66,0.09,2.22,0.2,23.09,30.63,45.05,1.23,44.17,29.29,22.81,3.73,low,no
1933,377-5043,408,PA,yes,no,no,1,0,119,260.1,256.5,229.1,10.0,755.7,101,68,89,2,44.22,21.8,10.31,2.7,260,79.03,0.66,0.1,2.91,0.3,34.42,33.94,30.32,1.32,55.95,27.58,13.05,3.42,low,yes
1934,401-7359,415,HI,yes,no,no,0,0,105,281.3,301.5,202.8,8.7,794.3,124,96,109,3,47.82,25.63,9.13,2.35,332,84.93,0.81,0.11,2.39,0.26,35.41,37.96,25.53,1.1,56.31,30.18,10.75,2.77,none,yes
